"plate","ssn","model","color"
"59و47246404","761322538410638","دنا","زیتونی"
"25ب57921754","761322538410638","هیوندا","سبز دودی"
"22س33658675","343389702914234","پژو","سبز"
"94ج22614949","343389702914234","دنا","ارغوانی"
"12ر34924680","343389702914234","هیوندا","بنفش"
"78ق08655156","694522926950573","رانا","سبز دودی"
"95ج939161","694522926950573","لامبورگینی","فیروزه‌ای"
"93ق41040381","694522926950573","پراید","سبز دودی"
"89ی67913705","484445664466459","دنا","زرد"
"41ب24080431","484445664466459","رانا","سبز دودی"
"45ی78495107","316488490176212","تیوتا","سبز دودی"
"23ر5209389","316488490176212","رانا","سبز دودی"
"56ط56192098","316488490176212","پژو","خاکستری"
"81ق56383490","72060022997757","تیوتا","زرد"
"32ر0719047","72060022997757","لامبورگینی","عنابی"
"97و31358715","72060022997757","دنا","فیروزه‌ای"
"63ر92320126","42696033284539","تیوتا","خاکستری"
"88ج33446182","42696033284539","تیوتا","سبز"
"99ق09486886","42696033284539","پراید","ارغوانی"
"95و50088755","94266457705022","تیوتا","سفید"
"60ط32688232","94266457705022","پراید","آبی"
"89ط93215501","118749068153496","پراید","زرد"
"37ق62303906","514680416498856","تیوتا","فیروزه‌ای"
"82ی62343004","514680416498856","رانا","ارغوانی"
"79ج53021876","349563617928235","پراید","زرد"
"82ی3380936","349563617928235","پراید","سبز دودی"
"20ج64997997","164377248416741","پژو","ارغوانی"
"29ر85990993","164377248416741","لامبورگینی","آبی"
"61ج01405488","164377248416741","رانا","آبی"
"95ی55533692","405323187459351","دنا","عنابی"
"73ج41314469","405323187459351","دنا","آبی کاربنی"
"21ب39457926","405323187459351","رانا","زیتونی"
"20ق20021926","313052073349844","رانا","فیروزه‌ای"
"48ج22548813","313052073349844","لامبورگینی","آبی کاربنی"
"92ج60888916","313052073349844","پراید","سفید"
"60ر66369135","426453371910201","لامبورگینی","آبی"
"90ی72680237","426453371910201","دنا","سبز دودی"
"74ر62575949","426453371910201","پراید","عنابی"
"56ر40815652","69211379703289","تیوتا","عنابی"
"92س13378511","69211379703289","دنا","ارغوانی"
"33و46612503","69211379703289","پراید","زیتونی"
"11ق63397974","674752137689135","پژو","نقره‌ای"
"40ر44687200","674752137689135","پراید","بنفش"
"93و22820811","674752137689135","لامبورگینی","فیروزه‌ای"
"82ر74976265","114454075173140","پراید","آبی"
"64ج59687343","114454075173140","رانا","سبز"
"75ق26480126","232067607531965","پراید","سبز"
"54ر15580428","232067607531965","لامبورگینی","سیاه"
"88ی39087155","232067607531965","پژو","سفید"
"64ج40797010","808092366386046","تیوتا","زیتونی"
"95ج23403749","611749667625109","پژو","عنابی"
"78ب18222651","814678851823132","رانا","سفید"
"59ط87020057","134495645816628","پژو","نقره‌ای"
"61ی36491860","134495645816628","رانا","سیاه"
"74ر42094619","134495645816628","رانا","زرد"
"48ج82283622","563509848203307","پژو","سیاه"
"56س43681116","563509848203307","رانا","نقره‌ای"
"77ج99599268","563509848203307","رانا","خاکستری"
"62و41985321","933209807314384","لامبورگینی","آهکی"
"99ر03249123","933209807314384","پژو","زرد"
"95ق22886442","933209807314384","دنا","بنفش"
"58ط34660038","695644219915036","دنا","سیاه"
"63و90230787","695644219915036","تیوتا","آهکی"
"14ج23999322","86151712866837","تیوتا","فیروزه‌ای"
"84ق75572534","86151712866837","هیوندا","ارغوانی"
"65ب89224975","86151712866837","دنا","فیروزه‌ای"
"21ق75927169","676001240688829","رانا","آهکی"
"53ر56456657","676001240688829","پراید","آبی"
"72ی05545373","402775380672070","پژو","سبز دودی"
"35ب78676391","195856982354936","پراید","زیتونی"
"72ر75856548","195856982354936","لامبورگینی","آهکی"
"63ق39209560","195856982354936","دنا","نقره‌ای"
"11ط67005199","897535522109146","پراید","خاکستری"
"80ی56462954","258013785830594","هیوندا","آبی"
"45ب00594639","258013785830594","دنا","خاکستری"
"95و81201794","258013785830594","هیوندا","بنفش"
"98ج25338546","356135048403356","هیوندا","سیاه"
"25ب22178875","356135048403356","دنا","زیتونی"
"50ی24531493","356135048403356","لامبورگینی","آهکی"
"98ج89134321","7272395916634","دنا","زیتونی"
"81ی04239860","7272395916634","دنا","ارغوانی"
"70س8484240","7272395916634","پراید","زیتونی"
"41ق76301460","673976289272199","تیوتا","سفید"
"70س58778233","673976289272199","دنا","ارغوانی"
"86ج92015560","673976289272199","هیوندا","سفید"
"68و1698767","416940362691088","رانا","آبی کاربنی"
"42ر25051964","416940362691088","لامبورگینی","سفید"
"87ی62961054","486914032865150","دنا","آهکی"
"67ر04612578","486914032865150","هیوندا","خاکستری"
"87ب10959878","486914032865150","پراید","زرد"
"57ط1309482","683112777354014","تیوتا","آبی"
"80و57390562","683112777354014","هیوندا","آبی کاربنی"
"56ر17686461","683112777354014","رانا","بنفش"
"15ط9003736","286055510734579","هیوندا","بنفش"
"22ط02364633","286055510734579","تیوتا","آهکی"
"51ق8047545","815046028486252","پراید","ارغوانی"
"46س55538041","815046028486252","تیوتا","آبی"
"10ی21630456","815046028486252","دنا","آبی"
"33ر29065389","415247588970813","پراید","آبی کاربنی"
"99ق54020997","415247588970813","دنا","فیروزه‌ای"
"72ق09018883","330321391867464","لامبورگینی","سفید"
"60ق32135721","330321391867464","رانا","سفید"
"22ج84718244","330321391867464","پژو","خاکستری"
"72ر67962674","482103588211481","لامبورگینی","فیروزه‌ای"
"34ج56839841","482103588211481","پژو","آهکی"
"10ط5747940","482103588211481","هیوندا","زیتونی"
"86ب3316126","23271294415294","تیوتا","سبز"
"75ب89429910","623216660427466","تیوتا","فیروزه‌ای"
"98س36175121","623216660427466","لامبورگینی","خاکستری"
"81ب76820324","333404162714613","دنا","سفید"
"63ج04233848","333404162714613","تیوتا","سفید"
"53س9820584","581981012478828","پراید","آبی کاربنی"
"66ب2418110","467284307282088","هیوندا","فیروزه‌ای"
"69ی76437371","467284307282088","دنا","سبز دودی"
"65ب34688818","337194817316717","تیوتا","سیاه"
"49ر17923826","337194817316717","پراید","عنابی"
"60ب3012286","650528389116335","هیوندا","ارغوانی"
"96ط49893672","650528389116335","رانا","زیتونی"
"34و29209949","650528389116335","پژو","عنابی"
"28و98372395","904584889046744","لامبورگینی","آهکی"
"18ر48489986","904584889046744","هیوندا","زرد"
"16و24293552","565716795185657","دنا","نقره‌ای"
"61و21646474","565716795185657","دنا","آهکی"
"33س4215072","565716795185657","لامبورگینی","ارغوانی"
"42ج5939934","291587797919216","هیوندا","خاکستری"
"49ق70620013","291587797919216","تیوتا","خاکستری"
"49س0366897","172439647518972","پراید","خاکستری"
"46ط01647202","340475960456973","دنا","زرد"
"95ق12428876","340475960456973","پژو","زرد"
"39س61049250","340475960456973","لامبورگینی","سیاه"
"59ر05971446","518457812634283","پراید","سبز"
"32ی96583623","130085582518506","هیوندا","نقره‌ای"
"43و162288","130085582518506","لامبورگینی","سبز دودی"
"65ر61453523","480060556698956","لامبورگینی","سبز"
"80ر28241541","356770379925610","پراید","عنابی"
"78ب5681671","356770379925610","رانا","زیتونی"
"77ب55611920","356770379925610","لامبورگینی","بنفش"
"97ر62832625","342598912195322","رانا","سبز"
"10ط99399803","342598912195322","پژو","آبی"
"76ب21624274","342598912195322","رانا","نقره‌ای"
"86س90158476","607059638009976","لامبورگینی","عنابی"
"45س42233388","607059638009976","لامبورگینی","ارغوانی"
"67ج15139262","607059638009976","لامبورگینی","عنابی"
"96ج52625714","130542438162038","هیوندا","عنابی"
"36ر42047055","130542438162038","رانا","فیروزه‌ای"
"83ب00410781","130542438162038","تیوتا","سبز دودی"
"19ق45853703","118379034149736","رانا","آبی"
"32ج48092401","118379034149736","تیوتا","نقره‌ای"
"82ط78214355","573249993824258","پژو","خاکستری"
"21ق00907614","573249993824258","پژو","خاکستری"
"84ر12445303","537813526797874","لامبورگینی","زیتونی"
"61ق14124567","559517517359308","تیوتا","سفید"
"95ی43660006","559517517359308","رانا","بنفش"
"11ج31446896","559517517359308","دنا","زرد"
"23ج34593223","761844483574846","رانا","عنابی"
"67ج10120024","761844483574846","لامبورگینی","سبز دودی"
"66ر65766476","887574779781057","تیوتا","سبز"
"38ب0472731","887574779781057","هیوندا","آهکی"
"79س64914881","887574779781057","رانا","سبز دودی"
"90ی63383564","474129346785932","پژو","سیاه"
"26ب74756466","407495719384086","رانا","آبی کاربنی"
"30ج9195902","31085202704282","لامبورگینی","سیاه"
"89و29221153","448655544360715","لامبورگینی","عنابی"
"50ق76825191","448655544360715","دنا","آهکی"
"78ط85420051","448655544360715","دنا","آهکی"
"50ی83666453","82982765297241","پژو","سیاه"
"91س77878151","82982765297241","هیوندا","سبز"
"60ط08831265","82982765297241","پراید","سبز دودی"
"23ی91668926","233365694502888","لامبورگینی","آهکی"
"13ق60845014","233365694502888","تیوتا","سفید"
"28و01649720","233365694502888","رانا","زرد"
"37ی84640341","555727715825540","پراید","آبی"
"25و56385715","555727715825540","هیوندا","ارغوانی"
"27ر38662276","904323553050701","تیوتا","ارغوانی"
"53ط5567395","904323553050701","رانا","فیروزه‌ای"
"26ی35229010","321669748584946","هیوندا","عنابی"
"52ق01476113","758743409905579","رانا","آبی"
"18ر01252029","758743409905579","لامبورگینی","بنفش"
"89ر7525212","36753278933712","لامبورگینی","آبی کاربنی"
"58ب23824463","36753278933712","لامبورگینی","آهکی"
"81ی21195306","406633545620512","پراید","ارغوانی"
"94ی36319493","406633545620512","پژو","نقره‌ای"
"56ق62178758","406633545620512","پراید","نقره‌ای"
"79ب95788937","364009146661061","دنا","زیتونی"
"26س92708332","968358398642969","هیوندا","ارغوانی"
"75ر29580594","968358398642969","تیوتا","بنفش"
"69ط07250423","693457718924372","هیوندا","عنابی"
"71ب81284758","693457718924372","لامبورگینی","ارغوانی"
"21ق33556954","786511886730294","دنا","آبی کاربنی"
"67ج61449394","162965542902029","هیوندا","عنابی"
"90ر75456549","162965542902029","پراید","ارغوانی"
"65ق84542075","646602720560796","رانا","آبی"
"34س04554395","310477834705094","پژو","سبز"
"30ج84522056","310477834705094","دنا","سبز"
"88ط72214776","308207160533666","لامبورگینی","نقره‌ای"
"25س89455475","308207160533666","پژو","خاکستری"
"23ب34610406","308207160533666","تیوتا","عنابی"
"73ق94859240","328757663464589","تیوتا","زیتونی"
"95و02122730","328757663464589","رانا","عنابی"
"77ی00155530","328757663464589","پژو","زرد"
"10ق48530027","391739774598225","پراید","زیتونی"
"81و10105604","391739774598225","هیوندا","خاکستری"
"57ب37851870","659674906923375","پژو","سیاه"
"24ب25063028","161332077813503","هیوندا","سفید"
"36ق0423838","161332077813503","پراید","خاکستری"
