"ssn","price","postal_code","size","address"
"722337036552477","276052694","4031721638","80","1354 دادفر جنب واحد 006, روستای ياسمين, چهارمحال و بختیاری 28600"
"330133052558336","753975366","1949225106","236","680 امیرمحمد تقاطع سوئیت 847, باغات علی اكبر, سمنان 39864"
"391530816268222","452437319","4914422751","256","007 هدایت میدان واحد 709, جنوب محمدعلي, سیستان و بلوچستان 8377"
"391530816268222","455343788","2610752708","249","251 پارسا بلوار, غرب ستایش, گیلان 1703"
"716653451106200","743678658","3957039546","279","4396 تنزیلی پل, دهستان الینا, قم 656807"
"716653451106200","785057588","2243029169","233","90544 هاشمی جنب, روستای نیایش, ایلام 547"
"42794071556702","197250718","7759178154","149","16901 زارع تونل واحد 829, غرب امیر علی, فارس 98862"
"42794071556702","889320149","6284748899","94","6008 اشرفی تقاطع سوئیت 807, شمال هلیا, تهران 04426"
"486388891809614","620679402","2264125289","110","395 تنزیلی بزرگ راه واحد 177, روستای ستایش, سمنان 8771074705"
"713428732932603","344805193","5626071315","173","6182 آرین پل, باغات حلما, خراسان 229385"
"713428732932603","454506972","2685962929","271","8378 هومن خیابان سوئیت 298, شمال عرفان, اردبیل 18021"
"876435782934553","478830617","1189890221","188","75462 حسنی تونل, باغات فاطمه, خراسان 160"
"2897952495973","845472685","8998367761","97","72400 هستی جاده, شهرستان محدثه, سیستان و بلوچستان 783"
"167024646532523","278351191","1577937589","207","75285 قاضی کوه سوئیت 335, دهستان امیررضا, اصفهان 175"
"789722437266517","342596471","1415929982","210","34176 سارینا کوه واحد 873, غرب عرشیا, خراسان جنوبی 311"
"789722437266517","935513857","8634737593","97","262 تهرانی بن بست سوئیت 936, باغات كیان, خراسان 414"
"216641417808424","356024949","1160288320","135","893 امیررضا دره, غرب رها, خوزستان 25732"
"70772399211957","199374279","6046645603","199","023 فرجی بزرگ راه, شهرستان محمدرضا, همدان 97634"
"70772399211957","620852319","3769350776","106","774 سوگند جزیره, شمال محمدیاسین, هرمزگان 4199"
"451733111236620","531964067","4345904244","133","459 شمشیری جنب واحد 008, روستای محمدحسين, مازندران 7553"
"451733111236620","734770193","2205727469","101","5424 امیرمهدی جزیره واحد 239, شرق اميررضا, سمنان 858165"
"844679931280925","808202202","6127195808","297","64789 ضابطی چهار راه واحد 162, دهستان نیایش, قزوین 61314"
"994476053721878","717805901","3836601745","117","165 اميرعلي چهار راه واحد 011, غرب دانيال, آذربایجان غربی 83596"
"994476053721878","539300476","6570885855","217","929 سبحان جاده سوئیت 808, شرق رها, تهران 404108"
"634257028077331","87154040","9672196171","98","47036 کریمی میدان واحد 467, روستای احسان, آذربایجان غربی 063"
"634257028077331","242068002","4832028743","178","3390 آرش جزیره سوئیت 174, غرب عسل, کرمان 026403"
"96388441635758","804085744","5665093734","83","17931 کمالی کوه سوئیت 375, جنوب یوسف, مازندران 0964"
"531188107706235","243639297","4445829242","218","034 رودگر خیابان, روستای رها, لرستان 798845"
"972881384832096","143630800","3558978410","224","0927 نوبختی پل سوئیت 027, باغات سینا, قزوین 112668"
"972881384832096","934394289","9174338346","198","746 امیرمحمد چهار راه, استان سارینا, اردبیل 378514"
"299165508332230","479355496","3369844502","130","63428 نعمتی جزیره, شهرستان رقيه, سمنان 545"
"299165508332230","162693158","2319978994","200","3177 مهدیه میدان سوئیت 111, بندر مهدیس, سمنان 1565106538"
"860071933648103","836415692","1581114644","102","2804 محجوب دره, روستای رضا, قزوین 034212"
"860071933648103","461735693","6591032699","278","95804 عسل بلوار, شهرستان الناز, خراسان 240"
"157240262525700","933857509","3877273417","201","4214 محمدجواد کوه, باغات ریحانه, آذربایجان غربی 665167"
"157240262525700","350854124","3884670296","199","16727 اسرا خیابان, جنوب اسما, کرمانشاه 217515"
"23259719262746","323423270","8481773299","137","7930 رسولی پل واحد 888, استان محمدرضا, ایلام 836"
"23259719262746","233202544","8678547052","155","04084 ولاشجردی جزیره سوئیت 313, استان ایلیا, قزوین 463"
"304089935407968","274196963","5597177426","199","386 نوری بن بست سوئیت 276, شهرستان نازنین, آذربایجان شرقی 467"
"304089935407968","202214581","8921516769","192","3927 فرجی جاده واحد 095, غرب باران, مرکزی 8809513319"
"461414354260043","299319331","6745823666","114","890 كوثر کوچه, شمال فاطمه, خراسان 443542"
"461414354260043","404577564","3932512524","259","95268 فاطمه بلوار, شهرستان اسرا, لرستان 639"
"127999513387596","864179704","4735908613","80","11313 محمد کوه واحد 751, باغات حنانه, آذربایجان غربی 928"
"319813629658839","605939514","4661102906","269","909 سرخوشیان بلوار, شرق یاسمین, بوشهر 74818"
"319813629658839","805460571","9572890561","130","851 طلوعی بن بست, بندر ستايش, هرمزگان 4432"
"400051577769170","241361819","3636944740","218","31084 سمسار بلوار, شرق متین, خراسان شمالی 84394"
"400051577769170","512605027","7601162619","232","8189 رضا جزیره سوئیت 251, شمال آرمین, آذربایجان غربی 244103"
"989656267087061","199873917","3873046417","238","94229 نازنین زهرا خیابان واحد 441, دهستان نازنین, گلستان 2794"
"734930883987088","228237146","1060114126","283","2502 محمدجواد کوه واحد 806, جنوب رضا, گلستان 45864"
"734930883987088","560564008","4452363126","183","01581 محیا بلوار, شرق الینا, سمنان 7968079822"
"18466574850974","381834996","2618586840","110","486 ياسمين تونل سوئیت 230, بندر علی رضا, همدان 2530314807"
"18466574850974","338397205","1206517512","184","1503 حنانه پل, شهر امیرحسین, مازندران 666"
"261110103473211","700378337","8279398508","160","97754 شبیری تقاطع واحد 825, جنوب محیا, خراسان شمالی 269"
"744636881921349","170165559","4934147091","288","35884 ربانی کوچه سوئیت 020, غرب متين, چهارمحال و بختیاری 4397"
"398357089120462","906774218","5476186377","222","73991 ابوالفضل آزاد راه واحد 001, شمال کيان, کرمانشاه 08883"
"398357089120462","279893933","1930797122","125","3487 علیجانی جنب واحد 422, استان محدثه, کرمان 884"
"219538714627103","173698279","3173039785","257","02419 یاسمین خیابان, روستای امیرحسین, کردستان 8393852386"
"219538714627103","873157936","9139770815","216","35128 مبینا بزرگ راه سوئیت 225, شهر ماهان, یزد 0161"
"505135978457683","657651317","3026132087","93","896 اسرا بن بست, دهستان يوسف, کرمان 321"
"644966217436047","980917643","3348663275","237","6347 بنيامين جنب, شرق آوا, قزوین 7401"
"748124551211990","247136484","9806666626","226","790 بهرامی تقاطع, روستای نيايش, کهگیلویه و بویراحمد 6196"
"748124551211990","694660033","7619132409","153","7501 سغیری چهار راه, جنوب نازنین, آذربایجان غربی 738"
"251014097363956","685049919","1833733374","91","46483 امیرعباس جاده واحد 656, باغات آراد, اردبیل 2008522130"
"241438470186037","618858258","5156228134","218","1751 ضرغامی میدان واحد 457, استان ایلیا, لرستان 5698"
"241438470186037","470443426","7679760160","254","91743 هنری کوه, شهر نیما, خراسان شمالی 3536095041"
"873318577073383","222569185","8213685802","208","93634 پرهام بلوار واحد 513, روستای عباس, سمنان 63778"
"422078220975551","160773581","2039144408","137","1068 سبحان تونل سوئیت 469, دهستان علیرضا, کهگیلویه و بویراحمد 159244"
"634562632572875","952345685","7777608363","110","513 حسام خیابان, استان محمدحسين, قزوین 195730"
"837263155465446","466039117","8955139972","221","205 فاطمه دره سوئیت 429, شمال امیر علی, خراسان رضوی 5898"
"837263155465446","801370829","4893551161","237","260 عرفان پل, شهر مبين, خراسان رضوی 27800"
"695986130440686","303207259","7562092757","162","959 مجتبوی چهار راه واحد 889, روستای مبين, کرمانشاه 423225"
"564268767466042","263169663","1907258733","204","0653 میردامادی بلوار, بندر نازنين, گلستان 738530"
"439157952978018","130691146","8104209734","259","657 یزدی تونل, شمال الينا, قم 54514"
"439157952978018","920540092","1847512320","88","169 شادروان چهار راه, روستای اسما, یزد 561"
"19326362855468","154996275","7787132687","125","9083 ملیكا کوچه واحد 254, دهستان حسين, گیلان 6775"
