"ssn","number","operator"
"996654696705521","09743313440","ایرانسل"
"624989621816704","09874231205","ایرانسل"
"504420016463787","09599674090","رایتل"
"3591132573516","09751389982","رایتل"
"474542670930562","09770424848","رایتل"
"130231097127371","09347912707","رایتل"
"153527518024717","09834748924","همراه اول"
"128337687756632","09557131537","رایتل"
"249291544700733","09793638863","رایتل"
"386750089942059","09801991286","همراه اول"
"122951533625474","09164641049","ایرانسل"
"367786182336232","09903436062","همراه اول"
"707437517976072","09401101648","ایرانسل"
"986154916017448","09243437462","رایتل"
"959546916739607","09443307842","همراه اول"
"431523109845744","09504784525","رایتل"
"401583020424629","09593941664","رایتل"
"888813694281924","09384146565","همراه اول"
"539119334844969","09111209138","رایتل"
"801841703798057","09708452716","رایتل"
"878726808690535","09347821556","رایتل"
"764979031182350","09186894764","ایرانسل"
"55284758088149","09366634134","رایتل"
"646452752046331","09528792841","رایتل"
"456791044744054","09655794875","رایتل"
"289717047841284","09600206217","رایتل"
"482169400487255","09314909210","رایتل"
"837713570421623","09250020812","همراه اول"
"1345460055488","09758538608","ایرانسل"
"803954969349914","09499548259","ایرانسل"
"183289994311497","09302634919","ایرانسل"
"621953325901223","09398149787","همراه اول"
"678417890840549","09284217989","رایتل"
"738481057800739","09587074044","همراه اول"
"268829638097019","09972128700","ایرانسل"
"174116171013399","09474206823","همراه اول"
"554885618982911","09745847727","ایرانسل"
"445582570558075","09173736305","رایتل"
"393503338902398","09625267067","همراه اول"
"878687498974694","09342336281","ایرانسل"
"590208214702110","09501266560","رایتل"
"790633722694478","09557315051","ایرانسل"
"807863122992038","09954726647","همراه اول"
"612995206116101","09257938538","همراه اول"
"719532290771797","09434712975","همراه اول"
"642467610662285","09897186966","رایتل"
"587637699783216","09254977089","همراه اول"
"58574306563488","09451767850","رایتل"
"920157266282613","09766853365","ایرانسل"
"852627945891443","09568004442","ایرانسل"
"883399457120184","09574808901","رایتل"
"590847591512265","09824798613","همراه اول"
"558331062834802","09170226902","رایتل"
"455926727781293","09646289003","همراه اول"
"371395073512330","09626002647","رایتل"
"269378829195064","09131965830","رایتل"
"53815900243597","09557450005","همراه اول"
"875320988648359","09365247702","رایتل"
"478714419481259","09296500296","رایتل"
"824110528150501","09735894500","همراه اول"
"458303231157507","09797926600","ایرانسل"
"249932352217381","09130855168","رایتل"
"282118615783131","09755747106","ایرانسل"
"628498135973621","09959070945","ایرانسل"
"11190904657936","09128759400","رایتل"
"181153831589331","09444268860","همراه اول"
"272631160630774","09618744067","ایرانسل"
"521389823595294","09653908031","رایتل"
"308429034332983","09435844748","رایتل"
"114022241458185","09682938519","رایتل"
"893909313903924","09245975659","همراه اول"
"264366263144556","09484529104","ایرانسل"
"809800547439154","09184257758","ایرانسل"
"631505211673877","09247966807","همراه اول"
"148246880287250","09578404317","همراه اول"
"19852851564580","09599620236","ایرانسل"
"898922898592510","09598184609","همراه اول"
"404256841763949","09898731641","همراه اول"
"491795257205531","09309662692","همراه اول"
"774876396209564","09721389180","رایتل"
"759388804026970","09515524653","ایرانسل"
"454903803583479","09109035715","رایتل"
"325689011659252","09904745318","ایرانسل"
"855798804209153","09465790733","ایرانسل"
"531112797829017","09114663090","ایرانسل"
"803766254882641","09807592504","همراه اول"
"521325093026908","09655209930","همراه اول"
"905146901244907","09390293656","رایتل"
"138840808005456","09638700716","ایرانسل"
"557537468306608","09979723679","ایرانسل"
"380069495681515","09389472908","رایتل"
"780474648383756","09322477083","رایتل"
"954320007158352","09470738266","رایتل"
"963385499848604","09480648684","ایرانسل"
"978481012919806","09828036198","رایتل"
"622842587476742","09870140687","ایرانسل"
"609848262773550","09674386816","رایتل"
"558788869004737","09310056734","ایرانسل"
"561022001319117","09179638039","ایرانسل"
"630183440615153","09792015544","رایتل"
"631771629295799","09348234544","رایتل"
"522180313967415","09967864555","ایرانسل"
"898968889348802","09110686605","ایرانسل"
"218256738212298","09417947354","رایتل"
"934631419916085","09378372441","همراه اول"
"96560729223078","09664324953","رایتل"
"474526075680891","09398652875","همراه اول"
"950659823838832","09975462303","رایتل"
"19379439579459","09251886246","ایرانسل"
"781225976131129","09305820728","ایرانسل"
"374101144656505","09735346367","رایتل"
"453381951539872","09642958484","ایرانسل"
"889028914853411","09692894705","رایتل"
"888080780377087","09473858965","همراه اول"
"183148315781766","09981045748","ایرانسل"
"797728372762882","09461237513","همراه اول"
"746617039495732","09894324123","رایتل"
"203702979533588","09470397989","رایتل"
"706965653603616","09100020152","رایتل"
"750791497181375","09363388444","رایتل"
"436628240204421","09303188988","ایرانسل"
"841260247912063","09854999527","رایتل"
"261559310979458","09380481725","همراه اول"
"693822388511593","09411327260","همراه اول"
"781519466465232","09750640496","ایرانسل"
"833794990896380","09713668909","همراه اول"
"968946029412328","09176756289","رایتل"
"226342667827082","09575904813","رایتل"
"871925733105747","09603595628","همراه اول"
"574389366212589","09484939886","ایرانسل"
"589169474675213","09219067633","رایتل"
"163784428548414","09968487349","رایتل"
"625019385491461","09895448369","رایتل"
"772431468206420","09681621181","رایتل"
"624496709587721","09581367390","رایتل"
"789185268612135","09341780594","همراه اول"
"885561505980591","09998112634","همراه اول"
"325461284944719","09382459683","همراه اول"
"595444005374678","09775607951","ایرانسل"
"246315591859624","09330707223","همراه اول"
"274634490888427","09536005216","رایتل"
"410083409975151","09464290845","رایتل"
"82125092575164","09748678559","همراه اول"
"135770121441537","09339554282","همراه اول"
"18929994926522","09463564866","همراه اول"
"965411347363953","09159753486","همراه اول"
"905648082414690","09151165063","همراه اول"
"478184520944300","09932799265","همراه اول"
"897674795827786","09334847201","رایتل"
"609902318029482","09949533540","همراه اول"
"429094118471633","09683981272","ایرانسل"
"685543374607683","09769504586","همراه اول"
"700046352735849","09107816880","رایتل"
"880962525408694","09871827709","رایتل"
"531386707675254","09332865679","ایرانسل"
"843554094847839","09918130065","ایرانسل"
"885735749934340","09973603399","رایتل"
"260752394516810","09357799149","رایتل"
"638479336108244","09592052202","رایتل"
"376212502266278","09309703362","ایرانسل"
"488213154690348","09175999834","ایرانسل"
"141898626025717","09233468396","رایتل"
"406415894121962","09620988222","ایرانسل"
"593810799184461","09810385679","رایتل"
"513880391881806","09366171061","ایرانسل"
"526877280587142","09529801926","ایرانسل"
"438280641821749","09451549354","ایرانسل"
"71728036762016","09591774072","رایتل"
"716555343431651","09169402390","همراه اول"
"667975999437486","09212397234","ایرانسل"
"731080027816272","09810138769","رایتل"
"617059153060225","09177636615","همراه اول"
"202116513537471","09306975312","همراه اول"
"25431374821515","09350075309","ایرانسل"
"775824717757719","09131934447","رایتل"
"210055803552260","09577394692","همراه اول"
"941154061652642","09457786933","رایتل"
"537230480106539","09833142992","ایرانسل"
"17659638129826","09511041147","ایرانسل"
"557652372800512","09433594281","ایرانسل"
"107608255272118","09462231107","ایرانسل"
"669293370642682","09911456042","ایرانسل"
"268137817425970","09808615091","همراه اول"
"719495123873483","09541458885","ایرانسل"
"795202367472993","09723867813","همراه اول"
"213975495260126","09939800295","همراه اول"
"713955964018405","09515413861","همراه اول"
"779103904946602","09803385418","همراه اول"
"691536008012844","09222272100","رایتل"
"849711634949257","09604399875","ایرانسل"
"438778051170739","09472298357","ایرانسل"
